ID_Venda,Cliente,Produto,Marca,Preco,Quantidade,Data_Venda,Pagamento,Loja
846,Bruna,bcaa,max titanium,155.14,2.0,2025-03-13 18:14:51.955027,Não informado,Loja 1
847,Bruna,barra proteica,universal,173.69,2.0,2025-01-20 18:14:51.955034,Pix,Filial A
848,Ana,albumina,bodyaction,190.78,1.0,2025-07-03 18:14:51.955042,Dinheiro,Filial A
849,Juliana,pre-treino,bodyaction,220.04,2.0,2025-08-31 18:14:51.955050,Não informado,Loja 2
850,Bruna,glutamina,integralmedica,99.26,3.0,2025-02-15 18:14:51.955057,Dinheiro,Loja 1
852,Gabriela,bcaa,optimum nutrition,131.6,2.0,2024-11-24 18:14:51.955071,Pix,Loja 1
853,Camila,multivitaminico,max titanium,198.73,2.0,2025-07-11 18:14:51.955079,Não informado,Loja 2
854,Bruna,barra proteica,optimum nutrition,-72.78,2.0,32/13/2023,Pix,Filial A
855,Rodrigo,barra proteica,max titanium,-113.56,1.0,2025-07-24 18:14:51.955094,Cartao,Loja 2
856,Fernanda,multivitaminico,probiotica,61.06,2.0,32/13/2023,Cartão,Filial A
857,Ana,barra proteica,black skull,109.52,2.0,2025-05-30 18:14:51.955109,Não informado,Loja 1
858,Ana,creatina,integralmedica,112.71,1.0,2025-08-09 18:14:51.955117,Dinheiro,Loja 2
859,Ana,creatina,integralmedica,160.03,2.0,2025-01-05 18:14:51.955124,Cartao,Loja 2
860,Bruna,whey protein,max titanium,197.66,3.0,2024-11-02 18:14:51.955132,Cartao,Loja 2
861,Ana,whey protein,black skull,-144.78,2.0,2025-05-15 18:14:51.955140,Cartão,Filial A
863,Lucas,multivitaminico,atlhetica nutrition,135.56,1.0,2024-10-12 18:14:51.955159,Não informado,Não informado
864,Juliana,bcaa,atlhetica nutrition,215.84,2.0,2025-09-17 18:14:51.955167,Cartao,Loja 2
865,Diego,creatina,bodyaction,83.17,3.0,2024-10-23 18:14:51.955174,Cartão,Filial A
866,Patrícia,hipercalorico,universal,186.0,1.0,2024-10-14 18:14:51.955182,Cartão,Filial A
867,Mariana,glutamina,universal,234.62,2.0,2025-05-24 18:14:51.955189,Cartao,Não informado
868,Lucas,omega 3,probiotica,50.6,2.0,2025-03-08 18:14:51.955197,Cartão,Filial A
869,Lucas,bcaa,midway,61.53,1.0,2025-09-07 18:14:51.955204,Cartão,Não informado
870,Paulo,bcaa,optimum nutrition,74.82,2.0,2025-08-02 18:14:51.955211,Não informado,Não informado
871,Gabriela,whey protein,optimum nutrition,154.13,3.0,2024-12-06 18:14:51.955218,Não informado,Loja 1
872,Rafael,bcaa,optimum nutrition,208.11,1.0,2024-12-20 18:14:51.955226,Cartão,Loja 1
873,Bruna,creatina,atlhetica nutrition,90.02,3.0,2025-04-02 18:14:51.955234,Dinheiro,Não informado
874,Carlos,hipercalorico,probiotica,164.79,1.0,2025-03-13 18:14:51.955244,Dinheiro,Loja 1
876,Diego,barra proteica,midway,170.41,2.0,2024-11-26 18:14:51.955259,Pix,Filial A
877,Fernanda,albumina,universal,169.54,1.0,2025-07-13 18:14:51.955279,Pix,Loja 2
878,Lucas,bcaa,atlhetica nutrition,170.04,1.0,2024-11-11 18:14:51.955287,Pix,Não informado
879,Rodrigo,hipercalorico,max titanium,-131.16,2.0,2025-06-02 18:14:51.955294,Pix,Filial A
880,Patrícia,creatina,bodyaction,93.53,2.0,2024-11-27 18:14:51.955302,Pix,Loja 1
881,Gabriela,barra proteica,atlhetica nutrition,175.93,2.0,2024-11-21 18:14:51.955309,Dinheiro,Loja 1
882,Diego,multivitaminico,atlhetica nutrition,130.09,2.0,2024-11-15 18:14:51.955317,Cartao,Não informado
883,Ana,multivitaminico,probiotica,86.05,2.0,2025-05-14 18:14:51.955324,Não informado,Loja 2
884,Juliana,whey protein,integralmedica,52.88,2.0,2025-04-24 18:14:51.955331,Dinheiro,Filial A
885,Juliana,omega 3,growth supplements,-200.79,2.0,2025-03-03 18:14:51.955339,Cartão,Loja 1
886,Gabriela,omega 3,atlhetica nutrition,165.19,2.0,2024-11-16 18:14:51.955347,Cartão,Loja 2
887,Diego,whey protein,integralmedica,176.69,2.0,2025-03-16 18:14:51.955353,Cartão,Loja 1
888,Gabriela,pre-treino,black skull,57.05,2.0,2024-09-30 18:14:51.955361,Não informado,Não informado
889,Lucas,bcaa,probiotica,68.57,2.0,2024-11-22 18:14:51.955369,Não informado,Loja 2
890,Juliana,glutamina,integralmedica,152.48,2.0,2025-04-29 18:14:51.955376,Não informado,Loja 2
891,João,glutamina,bodyaction,57.46,3.0,2025-07-02 18:14:51.955384,Não informado,Loja 2
892,Bruna,barra proteica,atlhetica nutrition,216.57,3.0,2024-11-22 18:14:51.955392,Cartao,Loja 1
893,João,barra proteica,universal,217.9,3.0,2025-02-07 18:14:51.955400,Não informado,Loja 2
894,Ana,whey protein,atlhetica nutrition,92.45,2.0,2024-10-23 18:14:51.955407,Cartao,Não informado
895,Diego,barra proteica,optimum nutrition,220.67,2.0,2024-12-04 18:14:51.955415,Pix,Não informado
896,Camila,creatina,probiotica,193.16,2.0,2025-01-27 18:14:51.955422,Cartao,Não informado
897,Paulo,albumina,bodyaction,69.18,2.0,2025-06-17 18:14:51.955430,Dinheiro,Filial A
898,Lucas,hipercalorico,black skull,206.31,2.0,2025-01-24 18:14:51.955438,Cartão,Loja 2
899,Rodrigo,glutamina,universal,83.56,3.0,2025-09-12 18:14:51.955445,Pix,Loja 1
900,Rodrigo,pre-treino,optimum nutrition,216.18,2.0,2025-05-25 18:14:51.955453,Pix,Loja 2
901,Juliana,hipercalorico,universal,194.02,2.0,2025-02-17 18:14:51.955460,Cartao,Filial A
903,Camila,pre-treino,growth supplements,110.81,3.0,2025-03-07 18:14:51.955474,Não informado,Não informado
904,Paulo,pre-treino,integralmedica,67.76,1.0,2025-02-12 18:14:51.955482,Cartão,Não informado
905,Patrícia,glutamina,universal,99.0,1.0,2025-01-12 18:14:51.955489,Não informado,Não informado
906,Rodrigo,multivitaminico,atlhetica nutrition,238.19,2.0,2024-12-03 18:14:51.955498,Dinheiro,Não informado
907,Paulo,multivitaminico,growth supplements,143.15,3.0,32/13/2023,Cartao,Não informado
908,Diego,albumina,atlhetica nutrition,144.24,1.0,2024-11-15 18:14:51.955512,Cartão,Loja 1
909,Lucas,glutamina,atlhetica nutrition,198.97,3.0,2024-10-29 18:14:51.955520,Pix,Loja 2
910,Rafael,bcaa,integralmedica,186.71,1.0,2025-05-19 18:14:51.955527,Não informado,Loja 1
911,Carlos,whey protein,midway,65.56,2.0,2025-04-22 18:14:51.955535,Cartão,Loja 1
912,Gabriela,albumina,optimum nutrition,112.39,1.0,2025-01-11 18:14:51.955542,Cartao,Não informado
913,Gabriela,whey protein,midway,216.78,1.0,2025-03-23 18:14:51.955549,Pix,Não informado
915,Rafael,glutamina,midway,100.68,1.0,2024-12-31 18:14:51.955564,Cartão,Filial A
916,Diego,glutamina,bodyaction,198.13,3.0,2025-04-28 18:14:51.955572,Cartão,Loja 2
917,Rafael,barra proteica,integralmedica,179.03,2.0,2025-03-02 18:14:51.955580,Cartao,Não informado
918,Patrícia,creatina,atlhetica,121.07,2.0,2025-04-20 18:14:51.955588,Cartão,Filial A
919,João,barra proteica,atlhetica nutrition,170.46,1.0,2024-12-08 18:14:51.955595,Cartão,Loja 2
920,Fernanda,hipercalorico,max titanium,93.03,2.0,2025-04-23 18:14:51.955603,Não informado,Loja 1
921,Fernanda,whey protein,bodyaction,101.82,2.0,2025-04-23 18:14:51.955610,Cartão,Filial A
922,Lucas,multivitaminico,growth supplements,62.66,2.0,2025-05-01 18:14:51.955618,Cartão,Filial A
923,Paulo,hipercalorico,atlhetica nutrition,60.79,2.0,2025-08-30 18:14:51.955625,Pix,Loja 1
924,Diego,multivitaminico,max titanium,131.45,3.0,2025-04-19 18:14:51.955633,Cartao,Loja 2
925,Paulo,glutamina,max titanium,168.2,3.0,2025-04-08 18:14:51.955640,Cartao,Filial A
926,Gabriela,creatina,max titanium,199.64,1.0,2025-09-21 18:14:51.955648,Não informado,Loja 2
927,Mariana,glutamina,universal,75.19,2.0,2025-03-31 18:14:51.955657,Cartao,Loja 2
928,Gabriela,hipercalorico,universal,104.2,1.0,32/13/2023,Não informado,Loja 2
929,Mariana,albumina,bodyaction,-79.15,2.0,2025-05-16 18:14:51.955672,Não informado,Não informado
930,Paulo,bcaa,optimum nutrition,109.05,1.0,2025-04-13 18:14:51.955679,Não informado,Loja 1
931,Paulo,bcaa,universal,55.74,3.0,2025-09-23 18:14:51.955686,Pix,Filial A
932,Camila,multivitaminico,universal,-193.6,3.0,2025-02-18 18:14:51.955694,Pix,Loja 2
933,Ana,creatina,atlhetica nutrition,148.43,2.0,2025-04-05 18:14:51.955702,Não informado,Loja 2
934,Carlos,pre-treino,universal,168.32,2.0,2024-12-19 18:14:51.955709,Pix,Não informado
935,Rodrigo,barra proteica,max titanium,53.34,3.0,2025-01-06 18:14:51.955717,Pix,Loja 2
936,Fernanda,bcaa,black skull,141.92,2.0,2025-03-28 18:14:51.955723,Cartao,Loja 2
937,Fernanda,pre-treino,universal,116.28,2.0,32/13/2023,Não informado,Filial A
938,Rodrigo,omega 3,bodyaction,126.0,2.0,2025-03-25 18:14:51.955738,Não informado,Loja 2
939,Rodrigo,bcaa,bodyaction,93.67,2.0,2025-01-11 18:14:51.955745,Cartao,Filial A
940,Gabriela,hipercalorico,optimum nutrition,114.79,3.0,2025-05-09 18:14:51.955752,Não informado,Não informado
941,Rafael,bcaa,probiotica,186.74,2.0,2025-01-15 18:14:51.955760,Cartao,Filial A
942,Fernanda,multivitaminico,max titanium,186.78,2.0,2025-04-17 18:14:51.955767,Cartão,Não informado
943,Bruna,glutamina,universal,205.73,2.0,2025-02-16 18:14:51.955775,Cartao,Loja 2
944,Camila,whey protein,probiotica,217.01,1.0,2025-08-17 18:14:51.955782,Pix,Não informado
945,Gabriela,bcaa,integralmedica,92.99,2.0,2025-03-18 18:14:51.955789,Cartão,Filial A
946,Bruna,whey protein,bodyaction,89.31,2.0,2025-04-12 18:14:51.955802,Cartao,Loja 2
947,Rafael,omega 3,optimum nutrition,-133.37,2.0,32/13/2023,Cartao,Não informado
948,Rodrigo,glutamina,universal,175.83,3.0,2024-11-14 18:14:51.955842,Cartão,Loja 2
949,Paulo,omega 3,optimum nutrition,150.26,1.0,2025-03-31 18:14:51.955850,Dinheiro,Loja 2
950,Rodrigo,whey protein,atlhetica nutrition,86.48,3.0,2025-03-10 18:14:51.955858,Não informado,Filial A
951,Patrícia,hipercalorico,growth supplements,206.26,1.0,2024-11-23 18:14:51.955866,Cartao,Não informado
952,Rafael,albumina,black skull,83.04,3.0,2024-11-16 18:14:51.955873,Não informado,Loja 2
953,Fernanda,albumina,optimum nutrition,-166.47,2.0,2025-04-16 18:14:51.955880,Não informado,Filial A
954,Gabriela,pre-treino,universal,221.96,2.0,2025-09-28 18:14:51.955887,Pix,Loja 1
955,Diego,hipercalorico,black skull,142.76,2.0,2025-09-05 18:14:51.955894,Pix,Filial A
956,Diego,multivitaminico,midway,228.89,2.0,2025-07-03 18:14:51.955902,Pix,Não informado
957,Fernanda,albumina,atlhetica nutrition,111.8,3.0,2025-02-02 18:14:51.955909,Pix,Loja 2
958,João,bcaa,atlhetica nutrition,166.41,3.0,2025-01-23 18:14:51.955917,Não informado,Loja 1
959,Gabriela,hipercalorico,bodyaction,205.34,3.0,32/13/2023,Cartão,Não informado
960,Carlos,glutamina,optimum nutrition,148.54,2.0,2025-05-04 18:14:51.955932,Pix,Filial A
961,Lucas,albumina,probiotica,130.48,2.0,2024-11-22 18:14:51.955939,Cartão,Loja 1
962,Carlos,multivitaminico,growth supplements,126.64,1.0,2025-01-22 18:14:51.955946,Não informado,Loja 2
963,Fernanda,albumina,integralmedica,206.12,2.0,2025-02-14 18:14:51.955953,Dinheiro,Filial A
964,João,hipercalorico,atlhetica nutrition,61.56,2.0,2025-05-14 18:14:51.955961,Dinheiro,Loja 2
965,Juliana,albumina,midway,143.62,3.0,2024-11-19 18:14:51.955968,Cartao,Loja 2
966,Rafael,multivitaminico,universal,188.9,2.0,2024-10-04 18:14:51.955975,Cartão,Loja 1
967,Camila,multivitaminico,atlhetica nutrition,212.75,2.0,2025-07-02 18:14:51.955982,Pix,Loja 2
968,Gabriela,hipercalorico,midway,78.3,2.0,2025-02-22 18:14:51.955989,Cartão,Loja 1
969,Juliana,bcaa,integralmedica,223.35,2.0,2025-08-05 18:14:51.955996,Não informado,Loja 2
970,Rodrigo,albumina,universal,102.82,3.0,2024-10-06 18:14:51.956011,Pix,Filial A
971,Patrícia,glutamina,max titanium,202.9,2.0,2025-03-18 18:14:51.956018,Dinheiro,Loja 1
972,Gabriela,albumina,bodyaction,240.24,1.0,2024-12-29 18:14:51.956026,Pix,Não informado
973,Carlos,glutamina,growth supplements,89.67,1.0,2025-08-04 18:14:51.956033,Dinheiro,Loja 2
975,Fernanda,pre-treino,midway,187.81,1.0,2025-01-17 18:14:51.956053,Pix,Não informado
976,Fernanda,whey protein,universal,215.42,3.0,2025-03-08 18:14:51.956060,Cartao,Não informado
977,Patrícia,creatina,growth supplements,-171.85,3.0,32/13/2023,Não informado,Não informado
978,Gabriela,whey protein,max titanium,74.68,1.0,2025-06-25 18:14:51.956075,Não informado,Loja 2
980,Mariana,bcaa,growth supplements,-105.27,2.0,2025-06-20 18:14:51.956090,Pix,Loja 2
982,Lucas,pre-treino,max titanium,59.42,2.0,2024-12-25 18:14:51.956104,Cartão,Filial A
984,João,whey protein,growth supplements,232.02,2.0,2025-08-13 18:14:51.956118,Pix,Loja 2
985,Juliana,omega 3,optimum nutrition,140.71,2.0,32/13/2023,Pix,Loja 2
986,Patrícia,albumina,midway,218.41,2.0,32/13/2023,Dinheiro,Loja 2
987,Patrícia,barra proteica,optimum nutrition,246.0,1.0,2025-04-28 18:14:51.956140,Não informado,Loja 1
988,Lucas,glutamina,probiotica,127.4,2.0,2025-01-25 18:14:51.956147,Não informado,Filial A
989,Rodrigo,barra proteica,optimum nutrition,146.82,3.0,2025-02-11 18:14:51.956154,Pix,Não informado
990,Rafael,multivitaminico,optimum nutrition,109.21,1.0,2025-06-17 18:14:51.956162,Não informado,Filial A
991,Gabriela,hipercalorico,universal,195.78,2.0,2025-08-26 18:14:51.956170,Dinheiro,Não informado
992,Juliana,omega 3,optimum nutrition,-124.92,2.0,2025-07-18 18:14:51.956178,Cartao,Não informado
993,Lucas,bcaa,optimum nutrition,137.56,2.0,2024-12-20 18:14:51.956186,Dinheiro,Loja 2
994,Gabriela,whey protein,integralmedica,238.33,2.0,2024-11-18 18:14:51.956193,Dinheiro,Filial A
995,Patrícia,hipercalorico,growth supplements,246.98,1.0,2025-03-09 18:14:51.956201,Dinheiro,Loja 2
996,Rafael,multivitaminico,integralmedica,98.49,2.0,2025-03-18 18:14:51.956207,Pix,Filial A
997,Fernanda,omega 3,atlhetica nutrition,200.69,3.0,2025-07-06 18:14:51.956215,Pix,Loja 2
998,Fernanda,whey protein,universal,-116.6,2.0,2024-12-22 18:14:51.956222,Cartao,Não informado
999,Ana,bcaa,integralmedica,146.11,2.0,2025-04-16 18:14:51.956229,Cartao,Loja 2
1000,Lucas,barra proteica,optimum nutrition,227.11,1.0,2025-05-24 18:14:51.956237,Pix,Filial A
